patient_id	condition	n_in	n_kept	stim_min	stim_med	stim_max	post_min	post_med	post_max	outlier_method	max_post_s	z_low	z_high	pct_low	pct_high	legacy_p_low	legacy_p_high	iqr_k	post_lo	post_hi
PAT_6704	picture	1	1	10.49755859375	10.49755859375	10.49755859375	3.5361328125	3.5361328125	3.5361328125	IQR	10.0					-3.0	3.0	1.5	3.5361328125	3.5361328125
