patient_id	condition	n_in	n_kept	stim_min	stim_med	stim_max	post_min	post_med	post_max	outlier_method	max_post_s	z_low	z_high	pct_low	pct_high	legacy_p_low	legacy_p_high	iqr_k	post_lo	post_hi
EL038	audio	39	35	3.2197265625	5.021484375	7.2236328125	0.00390625	0.4560546875	10.447265625	IQR	10.0					-3.0	3.0	1.5	-1.4266357421875	2.7462158203125
EL038	reading	51	44	3.4853515625	3.501953125	3.51953125	0.9140625	2.017578125	16.0908203125	IQR	10.0					-3.0	3.0	1.5	-1.0166015625	5.4208984375
EL038	picture	51	51	0.9833984375	1.0009765625	1.0341796875	0.7587890625	1.2060546875	2.3779296875	IQR	10.0					-3.0	3.0	1.5	0.027587890625	2.412353515625
